ID,Taxonrich,logTN,ELEV,longitude,logprecip,logAREA,logCL,logHCO3,logSO4,SED,STRMTEMP,Percent.AGT,Percent.URB,Percent.Canopy,Riparian.Disturb.
1,42,2.439332694,2149,-104.904722,-0.514164525,4.111693201,6.156131169,7.510238289,5.685618504,40,18.5,0.34,0.8,0.5,0.33335
2,26,2.891537458,760,-101.78264,-0.825536369,4.937992914,5.731073335,8.365002157,6.002157177,29.52380952,27,21.22,0.46,0.681818182,1.5
3,58,1.897627091,58,-121.978611,0.98170387,6.171804976,3.815512105,6.291311699,4.163559631,11.42857143,18.1,0,0.24,0.090909091,0
4,32,2.64246452,1719,-108.826667,-0.452556716,7.888537031,8.357798787,7.663746192,6.764692896,18.0952381,8.1,1.51,0.05,0.227272727,0
5,55,2.252853032,1146,-117.531667,0.156148682,3.156574799,3.063390922,7.678875273,5.563370321,16.19047619,13.9,0.72,0.02,0.818181818,0
6,84,1.748188026,1256,-122.32812,0.330022913,2.740840024,2.028148247,6.032628938,1.30833282,16.19047619,9.7,0.01,0.01,0,0
7,57,2.093421685,2735,-107.73968,-0.468404908,0.896088025,2.939161922,7.804780415,5.759847699,13.33333333,10.5,1.91,0,0,0.030304546
8,26,2.555094448,1255,-119.140556,-1.052683357,3.316002536,6.256133845,7.166319872,5.38357721,70.47619048,28,0,0,0.727272727,1.5
9,55,2.403120521,2012,-115.086944,-0.68319685,1.190887565,3.660994251,6.029684987,3.292126287,12.38095238,14.6,0,0,0.954545455,1.5
10,74,2.167317336,753,-122.13771,0.647103242,1.235471471,3.433987204,5.353412975,1.871802177,20,7.8,0,0,0,0
11,44,2.547774704,1532,-107.378611,-0.723606388,6.178607794,3.660994251,8.21066477,8.760217798,16.19047619,14,0.95,0,0.636363636,0.4091
12,54,2.462397998,2751,-106.07704,-0.479650006,2.536074936,3.676300672,6.995873293,4.018183201,25.71428571,18.8,0,0.26,1,0.613645455
13,59,1.633468456,419,-122.15535,0.800655388,5.239681391,3.471966453,5.979195054,3.46885603,27,11.9,0.11,0.26,0,0
14,31,3.06669855,865,-100.86819,-0.721546655,4.548494009,4.674696249,8.484926165,4.238444906,100,21.4,19.08,0.07,1,1.00005
15,60,1.995635195,924,-123.454722,0.423305026,3.133753571,3.443618098,6.444612002,4.223909767,5.714285714,16.5,0,0.05,0,0
16,48,2.075546962,1397,-111.03606,-0.400477567,4.609361391,4.548599834,8.182400704,5.321545493,12.38095238,16.7,0,0.04,0.272727273,0.090913636
17,45,1.806179973,1761,-122.028889,0.173953307,2.574899688,1.987874348,6.219818501,2.785011242,58.0952381,12.4,0,0.02,0.863636364,1.5
18,51,1.838849091,1853,-114.80021,-0.350976923,5.128181265,4.198704578,7.3881819,5.888323788,25.71428571,25.5,0,0.02,0.363636364,0
19,28,2.937517891,1042,-103.6309,-0.923818998,7.70852292,6.866516531,8.117760899,10.23679407,75.23809524,20.5,2.6,0.01,0.5,1.5
20,45,2.447158031,1987,-108.67407,-0.657780037,4.748750914,5.04407007,8.55633294,8.369017956,74.28571429,15.5,0,0,1,1.23485
21,43,1.880813592,1921,-116.0938,0.354873322,3.666378189,1.131402111,4.599081689,2.415913778,27.61904762,11,0,0,0.363636364,0
22,42,2.320146286,1416,-109.75453,-0.629233855,0.678033543,1.435084525,8.173440114,5.782593655,39.70588235,2,0,0,0.181818182,1.431818182
23,36,2.187520722,1124,-109.03573,-0.802962047,6.117722679,9.072364833,8.022736242,10.87093707,100,11.8,9.01,0,1,0.863636364
24,49,2.357934847,1586,-118.715833,-0.830113036,2.209372711,5.346631227,7.395184325,6.261873291,35.23809524,16,0,0,0.590909091,1.5
25,47,2.390935108,1532,-117.485278,-1.055552799,3.798630318,6.334699579,6.86321283,6.297845697,61.90476191,13,0.83,0,0.772727273,1.5
26,43,2.071882006,1864,-115.703611,-0.572701027,2.810606789,5.102302483,8.478510676,5.757323242,29.80769231,12.4,0,0,0.863636364,1.5
27,82,1.968482948,1740,-118.72987,-0.035627178,1.091923301,2.066862759,6.533805701,3.202746443,10.47619048,13.5,0,0,0.181818182,0
28,27,1.819543936,772,-120.92748,0.614103973,4.122283931,2.066862759,5.331844536,4.613138356,4.761904762,8.8,0,0,0.045454546,0
29,56,1.812913357,1465,-121.166111,0.008959741,1.838961071,2.341805806,5.861210635,3.42751469,5.769230769,6.9,0,0,0,0
30,55,1.531478917,825,-121.495278,0.97418221,1.93441577,2.163323026,4.366464393,2.884800713,0,11.4,0,0,0.045454546,0
31,54,2.296665189,2250,-110.199722,-0.49265832,5.703048872,3.299533728,8.289956362,5.248601774,19.04761905,24.2,6.1,0,0.863636364,0.765177273
32,33,2.84757266,1818,-114.1774,-0.820980552,6.035170379,7.724800096,8.355190364,6.419994928,100,16.6,0.06,0,1,1.5
33,19,3.74358815,232,-121.101389,-0.755022584,3.331847304,5.433722004,8.345652894,6.045005314,97.89473684,5.5,98.24,0.89,0.681818182,1.06672
34,56,2.856124443,129,-120.193611,-0.772190388,3.666889436,7.475169154,8.513365877,8.45209985,13,23.7,3.16,0.71,0.727272727,0
35,34,3.30706795,657,-99.3655,-0.505838082,6.307150816,6.946687489,8.698141139,8.57975476,74.03846154,25.5,74.59,0.47,0.045454546,0.204545455
36,43,2.584331223,169,-123.45342,1.126227456,1.255616037,3.887730313,6.135436488,3.122364924,14.28571429,9.2,0.05,0.08,0,0
37,61,2.322219295,75,-123.58942,0.753771802,1.788420568,4.970507503,6.202768577,3.860729711,65.71428571,17.5,0,0.03,0.272727273,0
38,51,1.924279286,1225,-118.72535,-0.350976923,2.242835089,2.541601993,6.977623126,3.828641396,22.85714286,19.4,0,0.01,0,0
39,56,1.518513941,926,-120.9786,-0.220646671,3.631779862,2.778819272,6.342837711,1.193922468,37.14285714,8.5,0,0.01,0,0.060609091
40,55,2.143014801,2427,-115.085,0.108854405,0.457424847,1.568615918,6.042359637,2.240709689,20,10.1,0,0,0.083333333,0
41,16,1.740362688,2048,-114.53681,-0.221894332,3.25617161,2.451005098,6.747283664,4.434381865,20.95238095,9,0,0,0.5,0
42,49,2.267171728,1382,-114.56456,-0.52256088,1.319085611,2.370243741,5.601972743,3.421000009,33.33333333,9.9,0,0,0,0
43,58,1.740362688,1383,-122.20408,0.63286625,1.940179474,2.397895273,5.478236039,1.568615918,5.714285714,6.4,0,0,0,0
44,59,2.220108088,1234,-121.44194,-0.050241216,0.657520003,3.17805383,5.921422268,1.386294361,27.61904762,11.9,0,0,0,0
45,62,1.86332286,1385,-119.2195,-0.638658995,3.050220459,2.90690106,8.246658135,5.47478851,85.71428571,19.2,0,0,0.727272727,1.068181818
46,34,2.787460474,854,-100.040278,-0.746547957,5.406857821,3.711130063,7.980070402,4.065602093,96.15384615,15.4,0.84,0,0.954545455,1.310613636
47,44,2.303196056,18,-124.59939,0.976067936,0.871293366,5.206750173,5.956228485,3.194583132,76.19047619,13.1,0,0,0.272727273,0
48,61,1.698970003,1005,-120.998611,1.120699885,0.993251773,1.360976553,4.46112659,3.077312261,1.904761905,9.9,0,0,0.818181818,0
49,63,3.094121596,112,-122.4367,0.555607767,1.578978705,5.150976779,6.581682137,5.015291106,14.28571429,14.8,0,0,0.045454546,0
50,55,2.149219113,2719,-109.4873,-0.19723217,1.874874376,2.970414466,6.156958863,3.414442608,24.76190476,11.6,0,0,0.318181818,0
51,69,1.72427587,723,-123.640556,1.06884013,2.674838067,3.265759411,7.151012782,4.770684624,5.714285714,13.7,0,0,0.045454546,0
52,57,1.991226077,89,-124.060278,0.32570014,1.00795792,6.225943608,7.222837515,5.538121359,40,12.9,0,0,0.090909091,0
53,69,2.611723309,1986,-107.27507,-0.289016295,5.669674005,4.072439727,7.781605207,6.908155199,23.76237624,22.9,2.14,0,0.909090909,1.5
54,43,2.74272513,2060,-117.024444,-0.767870727,2.693274916,5.16706908,8.029314148,6.000672028,12.37113402,12.9,0,0,0.454545455,1.5
55,61,2.342422682,769,-119.90937,-0.763569645,4.017463518,4.136765278,8.167190648,3.708682081,35.23809524,18.9,0,0,0.454545455,1.454545455
56,63,2.23299611,925,-119.54309,-0.877070019,2.289499853,3.39785848,7.649090522,2.90690106,71.57894737,14.6,0,0,0,1.454545455
57,60,2.164352856,2981,-110.4224,-0.06400533,4.177152673,2.104134154,5.113143746,3.577947893,3.80952381,13.4,0.15,0,0,1
58,40,2.281033366,1916,-113.408333,-0.673344553,2.926917958,5.410305868,8.062330044,4.56017282,83.80952381,7.7,0,0,0.227272727,1.431818182
59,35,2.557507202,2129,-106.254444,-0.481266822,3.671733295,4.733563401,8.096516573,6.129703591,40.95238095,10.2,0,0,1,1.5
60,44,2.484299839,2254,-106.312778,-0.731888009,4.400357591,4.421247348,8.209700134,8.114324709,48.57142857,21.6,2.42,0,0.818181818,0
61,48,2.117271296,1916,-109.383333,-0.216913002,4.026957544,1.871802177,6.63516238,3.258096538,11.42857143,9,0,0.04,0,0
62,39,1.544068045,548,-121.33997,1.240690387,5.300015923,3.068052935,5.54083142,4.365643155,14.28571429,8.9,0,0.02,0,0
63,49,2.670245853,607,-118.77983,-0.200892942,11.64267932,7.322047976,7.545680405,7.416679095,38.0952381,20.4,18.12,1.85,0.227272727,0
64,31,3.096910012,262,-97.4866,-0.770028225,7.093736797,6.325791627,8.397698592,8.68280932,98.0952381,27.4,91.63,0.33,0.590909091,0.80305
65,16,2.491361694,1484,-110.59039,-1.038458366,10.4605962,10.52048776,8.267213487,8.395138545,100,26.5,0.3,0.26,1,1.424245455
66,9,3.232487866,1404,-103.804167,-0.865122445,8.596211374,4.625952725,7.286987359,8.398229459,42.52873563,20.9,2.82,0.23,0.909090909,0
67,40,3.242541429,375,-96.939167,-0.612489278,2.899771882,5.086978861,8.572951838,9.025250988,52.38095238,20.8,79.7,0.12,1,1.5
68,30,2.298853076,1708,-108.326389,-0.529329095,8.456546819,5.585374244,8.146331944,8.129793909,48.93617021,9.6,2.19,0.11,1,1.363636364
69,51,2.459392487,1661,-116.911944,-0.108699417,2.775085602,4.062165664,6.971890345,4.942356453,22.85714286,9.7,0.03,0.04,0,0
70,66,2.100370545,1390,-118.42878,-0.322963887,4.761660983,2.687847494,7.007125557,5.10533923,20,14.2,0,0.02,0,0
71,58,1.380211241,1081,-119.676389,-0.394525168,3.217274544,4.661550519,8.161391419,8.25901814,10.47619048,13.1,0,0.01,0.045454546,0
72,42,2.600972897,1162,-116.1561,0.764537177,3.257711849,1.824549292,4.588725714,3.61361697,0.952380952,7.5,0,0,0.045454546,0
73,44,1.924279286,2049,-111.25428,-0.479650006,1.383791231,2.76000994,8.167251874,5.879694646,7.619047619,8,0,0,0,0
74,41,2.096910014,749,-120.15535,-0.850971266,3.713572067,4.674696249,8.290525688,5.231108617,71.42857143,14.3,0,0,0.875,1.416666667
75,44,2.008600173,875,-120.17442,-0.742337425,3.105035008,4.615120517,8.413202733,6.665556321,38.0952381,15.2,2.73,0,0.181818182,1.5
76,35,2.795880017,642,-119.63725,-0.906340401,2.853015971,4.928701911,8.100401329,5.11679549,34.28571429,12.7,0.03,0,0.409090909,0.6667
77,44,2.856124443,951,-103.90376,-0.780886095,5.704781975,6.354022154,8.437234847,10.09785707,94,23,18.8,0,0.409090909,1.5
78,76,1.556302501,781,-120.718333,0.051643233,2.048982334,1.987874348,6.131739401,2.240709689,27.61904762,10.7,0,0,0,0
79,53,1.86332286,1083,-117.75771,0.209450224,0.667829373,2.63188884,8.064892845,4.355425953,30.47619048,6.4,0,0,0,0
80,45,1.698970003,2328,-110.671111,0.07881118,4.82350218,2.564949357,7.863628966,6.429719478,2.884615385,11.4,0,0,0.090909091,1.5
81,70,2.093421685,1677,-118.78612,-0.301105093,1.247032294,2.397895273,5.909815133,2.197224577,5.454545455,10.5,0,0.03,0.125,0.694475
82,55,1.176091259,1115,-123.739722,0.802449915,0.148420005,3.443618098,4.979743003,2.32238772,34.28571429,12.4,0,0,0,0
83,56,1.653212514,490,-123.607778,0.762206716,2.541601993,5.625099953,8.134073064,3.841600541,10.47619048,17.3,0,0,0.045454546,0
84,48,2.888179495,2405,-116.48406,-1.120857898,1.726331664,5.245970886,7.08765808,5.153291594,40,11.6,0,0,0,1
85,46,2.093421685,716,-118.529722,-0.869884359,3.945264339,7.394984689,8.377728292,8.056838858,14.28571429,10.9,0.83,0.57,0,0
86,49,2.474216264,1561,-105.2,-0.403467105,6.320462492,4.914124394,7.358527663,7.104226259,41.6,21,0.74,0.39,0.076923077,0
87,35,1.612783858,612,-120.65278,-0.132389188,5.020585625,3.487375078,7.498041651,4.177459469,10.47619048,14.5,0,0.34,0.545454546,0
88,46,2.966610986,685,-101.92956,-0.869884359,8.03807939,5.890538629,8.838136185,9.936985189,75.23809524,19.1,81.06,0.2,1,1.015163636
89,30,3.176958981,776,-102.8134,-0.936493439,8.21037451,5.905906659,9.598208611,9.509496367,69.23076923,17.4,3.28,0.04,0.954545455,1.287881818
90,68,1.892094603,1010,-116.24657,-0.140412154,2.056684555,3.377587516,6.736214599,7.278076685,56.25,9,0,0.01,0.090909091,0
91,57,1.880813592,1177,-115.219444,0.332894415,3.39182022,1.360976553,7.318381711,3.688879454,16.19047619,9,0,0.01,0,0
92,50,2.053078442,1213,-109.49351,-0.544727175,7.98889243,5.095589,8.155141864,4.805659047,23.80952381,24.1,0,0,0.090909091,0.454568182
93,53,2.762678563,374,-122.610833,0.197210169,4.134846506,9.299120184,8.275687839,4.946629964,16.19047619,22.4,0,0,0,0.090909091
94,65,1.845098039,554,-122.488889,0.765002618,2.963725477,2.292534757,6.148303752,5.616771098,2.857142857,13.7,0,0,0.136363636,0
95,76,1.748188026,334,-123.9975,0.521171916,0.904218151,4.935193099,7.413008955,4.452019006,6.666666667,13.2,0,0,0,0
96,59,1.875061262,1263,-122.803611,0.141499562,3.229222117,5.536940489,6.448128857,3.446807893,0,16,0,0,0.045454546,0
97,49,1.995635195,1807,-112.881111,-0.294371061,4.515683019,2.066862759,7.407200148,4.370712875,23.07692308,11.9,0,0,0.045454546,0
98,40,3.236285278,784,-102.89902,-0.88673193,6.597527621,5.547908088,8.788373099,10.25241758,61.90476191,22.9,70.41,0,1,0.613636364
99,49,2.432969291,1464,-119.85305,-0.980829253,3.396854632,4.856706812,6.625841869,5.019925341,66.66666667,12.5,0,0,1,1.5
100,35,3.166726055,804,-102.23158,-0.825536369,6.468862645,5.490176628,8.588135788,6.639745106,86.66666667,24,15.09,0,0.818181818,1.462122727
101,31,2.320146286,1737,-103.79325,-0.230671818,2.474014209,4.536891345,8.339647094,4.300002799,39.42307692,15.3,0,0,0.681818182,0
102,69,1.897627091,1175,-117.481389,-0.263965546,3.017004409,2.90690106,6.735386825,2.954910279,0.952380952,7.7,0,0,0,1.5
103,62,2.376576957,2065,-106.70766,-0.54818141,4.004419855,4.154184563,7.79759895,5.197944392,40.95238095,12,0,0,0.227272727,1.159090909
104,59,1.903089987,923,-121.101389,0.973049066,2.18492705,2.653241965,5.231490639,3.811097087,0.952380952,7.1,0,0,0,0
105,47,1.643452676,1517,-122.407778,0.099845335,1.621366483,1.774952351,7.350749285,2.302585093,4.761904762,12.7,0,0,0.045454546,0
106,55,2.139879087,1801,-110.78867,-0.061875404,3.048798994,2.58021683,8.002175488,5.430660554,13.33333333,10.3,0,0,0.363636364,0.674245455
107,43,3.216165901,312,-97.38293,-0.705219762,5.208337953,4.648229675,8.802343411,8.938820321,98.0952381,21.7,97.13,1.09,0.863636364,0.969713636
108,29,2.989449818,542,-101.24902,-0.858021824,8.923250124,5.367843429,8.744620196,9.061759154,86.66666667,17.6,61.12,0.74,0.909090909,0.727309091
109,56,2.399673722,1138,-103.325,-0.597837001,6.068008835,5.755425708,7.79176246,6.191134742,4.761904762,16,2.01,0.63,0.136363636,0
110,19,2.816903838,1221,-103.3661,-1.262308381,4.833659424,8.335191583,8.483036021,10.69961316,85.4368932,21.7,24.24,0.62,0.454545455,1.590913636
111,68,2.428134794,1355,-103.4176,-0.588787165,5.970215374,5.922650231,7.745286371,6.150815965,28.57142857,19.8,2.09,0.62,0.590909091,0
112,41,3.231979025,2430,-109.15069,-0.458865885,3.725452434,4.55492897,8.638701906,2.681021529,100,21.8,2.04,0.41,0.954545455,1.431818182
113,47,1.785329836,2033,-110.81325,-0.19723217,2.826129489,3.899950424,7.635359923,4.223909767,4.761904762,12.5,0,0.25,0,0
114,39,2.397940009,890,-111.26927,-0.536143432,7.14703986,8.826367639,8.096205552,5.097424424,26,29.1,0.06,0.17,0.363636364,0.545454546
115,11,2.875061263,728,-102.163611,-0.862749965,9.193754585,5.530222424,8.180944432,7.565378903,84.76190476,24.6,9.46,0.08,1,1.363636364
116,44,2.149219113,1168,-116.587778,-0.328504067,4.08311508,6.860034543,7.341124099,7.414813816,56.19047619,12.1,0.3,0.03,0.272727273,0
117,55,1.770852011,641,-120.98036,0.512224645,5.91668712,3.624340933,7.175846957,5.111385197,15.23809524,14.9,0,0.02,0.272727273,0
118,56,2.352182517,2041,-110.03366,-0.286349627,6.258395292,2.468099531,5.768155357,4.302712828,4.761904762,16.6,0.05,0.02,0.045454546,1
119,62,2.255272504,428,-123.193056,-0.086647807,4.248638089,4.470495283,7.663922257,4.394449155,10.47619048,19.5,0,0.01,0.681818182,0
120,57,1.380211241,1057,-121.54788,0.080657903,2.219203484,3.039749159,6.132782014,1.609437912,13,4.5,0,0.01,0.090909091,0
121,63,1.707570175,889,-120.982778,0.740030766,3.595118074,2.341805806,5.057582491,3.650658241,6.666666667,10.6,0,0.01,0,0
122,65,1.819543936,2460,-109.32201,-0.243346259,1.943048917,3.039749159,6.880047952,3.226843995,4.761904762,13.3,0,0,0,0
123,45,1.959041392,2371,-109.21598,-0.489390343,3.629394807,3.505557397,6.865075309,4.615120517,44.76190476,10.6,0,0,0.636363636,0.383335
124,65,2.123851641,1210,-109.19103,-0.599656837,7.361095847,6.946687489,7.931087473,5.916202063,22.85714286,28.5,0,0,0.363636364,0
125,66,2.240549248,568,-123.399444,0.297879897,2.246014742,3.696351469,8.031991779,5.38357721,5.714285714,13.1,0,0,0,0
126,47,1.991226077,1501,-121.728056,0.418710335,2.810004924,1.916922612,6.007812164,0.741937345,0,15.3,0,0,0.181818182,0.136363636
127,4,2.726727208,652,-103.63652,-0.975510092,9.760794318,5.105945474,8.207812327,8.978874788,66.66666667,25.1,16.94,0.03,0.272727273,1.5
128,51,2.907948521,606,-102.19245,-0.84629836,6.838298014,4.967031657,8.181970773,8.523195144,61.90476191,23.6,45.65,0.77,0.772727273,1.5
129,62,2.359835483,10,-123.73346,1.037091432,1.62924054,5.172187089,5.479634252,4.989071116,51.42857143,15.2,0,0.02,0,0
130,51,2.107209969,1807,-112.2075,-0.398986142,3.917607384,2.451005098,6.597123874,5.005957705,36.19047619,13.2,0,0.01,0,0
131,63,1.959041392,1764,-122.51875,-0.157824085,1.486139696,4.085976313,7.582080431,2.954910279,7.826086957,9.4,0,0,0.038461539,0
132,75,1.681241237,1194,-121.721944,0.320633173,5.029129877,2.197224577,7.004269279,1.960094784,6.666666667,9.2,0,0,0.272727273,0
133,65,1.973127854,544,-122.956111,0.073250462,4.984565066,5.96409335,7.96923148,5.435467205,12.38095238,19,0,0,0.045454546,0
134,63,1.518513941,1039,-122.820278,0.354873322,0.91228271,4.310799125,7.866980424,4.14472077,3.80952381,12.6,0,0,0.045454546,0
135,41,1.880813592,3470,-106.68959,0.293415604,0.727548607,1.504077397,5.869542646,2.76000994,4.545454546,7,0,0,0.916666667,0
136,40,2.35410844,1928,-113.20299,-0.346724613,3.780090334,4.128745989,6.165386866,3.673765816,56.19047619,6.3,0.01,0,0.545454546,1
137,67,2.296665189,1289,-119.33692,-0.707246105,5.095772694,4.728272383,8.330131179,6.337710296,11.42857143,19.8,0,0,1,1.5
138,68,2.107209969,1673,-118.54965,-0.260066905,1.830980182,2.687847494,6.136588357,2.734367509,23.80952381,15.1,0,0,0,0
139,75,1.72427587,790,-122.27953,0.764071519,1.043804052,2.954910279,5.579710439,2.360854001,5.263157895,10.4,0,0,0,0
140,44,2.158362493,1634,-103.662778,-0.265268478,3.464797963,4.85903691,8.052516469,4.895598484,12.38095238,15,1.96,0,1,1
141,62,1.819543936,2276,-110.475556,-0.249744233,5.53057922,3.265759411,8.012692301,7.0914925,13.33333333,10.4,0,0,0.636363636,0.484868182
142,42,2.276461803,1532,-106.723056,-1.03563749,5.405735763,6.267579983,7.946978185,10.39002561,84.76190476,21.6,0.01,0,1,1.363636364
143,40,2.658011397,1849,-109.35198,-0.634878272,7.067217542,4.763028271,7.834251789,4.716711561,58.0952381,24.6,1.16,0.69,0.954545455,1.401518182
144,51,2.004321375,317,-123.980278,0.592221262,4.146304301,5.047931079,7.418879511,5.166498792,6.666666667,17,0,0.01,0,0
145,66,3.21510858,986,-119.208056,-0.541284831,2.96784707,3.864931398,8.160328229,6.208187531,17.14285714,13.1,0.09,0.01,0.318181818,0
146,49,1.612783858,1698,-118.38238,-0.15665381,1.81319475,2.163323026,5.97031241,5.321545493,43.80952381,7.6,0,0.01,0.409090909,0
147,65,2.322219295,2378,-109.10664,-1.016111067,3.845669505,4.021773869,7.941471649,4.302712828,35.23809524,14.9,0,0,0.090909091,0.916668182
148,27,1.869231721,883,-112.07993,-0.590590592,5.15068705,4.410371108,8.072726836,4.851248709,23.80952381,21.9,0,0,1,0
149,47,2.611723309,2520,-109.31927,-0.345311185,4.777020443,3.538056564,7.073968849,4.262679877,14.28571429,18.4,0,0,0,0
150,62,1.959041392,397,-118.772778,-0.675307262,4.455393261,5.328846572,8.21330748,9.135562945,25.71428571,18.2,0.04,0,0.318181818,0
151,57,2.017033339,2309,-119.342778,-0.338273859,3.233567374,2.701361213,7.342769481,2.708050201,20.95238095,14.5,0,0,0,0
152,58,1.579783597,180,-123.881389,0.537077995,2.967332799,4.795790546,6.683659184,3.758871826,9.523809524,15.1,0,0,0,0
153,59,2.40654018,2066,-107.29095,-0.234457311,5.457412943,3.360375387,7.587110283,5.868449096,21.90476191,15.4,0.64,0,0.545454546,0.750022727
154,55,2.330413773,1473,-116.95473,-0.019182819,1.93441577,2.827313622,7.421669927,5.535758223,11.42857143,9.7,0,0,0,0.954545455
155,44,2.11058971,1806,-112.382778,-0.436955775,4.054216771,2.602689685,6.874767348,5.916202063,17.14285714,8.8,0,0,0,0
156,46,2.485721427,1753,-112.30923,-0.555125883,3.141994781,4.347693956,8.137574283,6.368873057,41,12.5,0.84,0,0.772727273,1.431818182
157,55,1.897627091,1514,-119.25261,-0.592397277,2.582486978,3.339321978,7.545774982,4.454347296,16.66666667,11,0,0,0.045454546,1.5
158,67,1.880813592,1430,-118.377029,-0.398986142,1.486139696,2.517696473,7.271824248,5.083885756,15.23809524,19.7,0,0,0.590909091,0
159,57,2.374748345,1211,-119.34993,-0.301105093,3.659450643,2.564949357,7.049915122,2.014903021,2.857142857,15.5,0,0,0.136363636,0.606090909
160,56,2.257678575,2914,-109.722222,-0.332679438,3.535145354,2.140066163,4.889408837,3.538056564,3.80952381,9,0.06,0,0.136363636,1.530304546
161,66,2.477121256,477,-122.521389,0.733809162,0.385262401,3.899950424,6.148154144,2.797281335,1.904761905,10.1,0,0,0,0
162,49,1.662757831,675,-121.79269,0.912684236,3.518980417,2.797281335,5.774437383,4.487512143,2.857142857,12.3,0,0,0,0
163,40,1.672097857,806,-120.77602,0.412771683,1.036736885,1.960094784,5.028061955,4.007333185,6.666666667,7.7,0,0,0,0
164,46,1.255272504,1118,-120.82736,0.11867153,1.353254507,1.609437912,6.302648541,4.25561271,5.714285714,6.2,0,0,0.5,0
165,52,3.110252918,710,-101.928611,-0.872273846,7.04582013,6.797717174,8.876888111,9.363782229,57.14285714,26.9,46.41,0.17,0.909090909,1.5
166,43,2.245512668,1646,-112.49504,-0.240798487,1.627277831,2.4765384,8.227093742,4.127134385,20.95238095,7.5,0,0.09,0.5,0.954554546
167,44,2.201397124,3197,-106.56747,-0.449416996,2.580974119,2.341805806,6.568063866,3.321432413,0.952380952,8.3,0.02,0,0,1.136368182
